polarity,review
1,DON’T listen to the negative reviews!! I got Kylenna inserted yesterday during my period and the insertion felt like a 30 sec period cramp. I took 3 advil before and was completely fine. Very fast and not too painful. My period slowed down tremendously after insertion. I’ve had a few mild cramps so far.
0,"I used to fully support any birth control until I had kyleena inserted in 2019 pain was horrible for a few hours, my period was on for about 3 months so I would take birth control pills just to make it stop.  The doctor told me to wait 6 months.  Anyway I kept it only because they kept saying to wait. I had periods 2 x a month for 10 days with horrible cramps, when before it only last 3 days max and no cramps.  After 1 year it finally stopped but I developed anxiety which I never had before and mood swings were so bad I literally started to dislike myself.  I kept getting yeast infections even when I wasn’t having sex, that was enough for me so I finally got it removed in 2021 September and my body is back to normal. I don’t even get sad like I used to and no more deadly cramps lol ,thinking of going back to the patch had no problems.  I wouldn’t recommend this one."
1,"The thing with contraception is that it works differently for every person. I tried pills, an arm implant, another IUD… Nothing felt right until Kyleena. I’m on my second now and I absolutely love it. Yeah, putting it in is painful - I was in terrible pain for about 2 days. But there’s also a benefit: I hardly get a period anymore. Before, I had periods so painful, I had to skip school / work for 2-3 days every month and lie in bed with a hot water bottle in total agony. Kyleena completely eliminated that issue. It works for me and I recommend it to my friends, but I’m fully aware that it might not work for them. Everyone is different and ultimately these online reviews are utterly pointless. You just have to keep trying until you find something that works for you."
0,"I got Kyleena shortly after I had my daughter so that I could take the time to enjoy her before we decided to have another baby. Since I went through labor, apparently the insertion of Kyleena isn’t as painful, which was my experience. Slight discomfort from what I could remember. I got it put in in 2019 and was still breast feeding. I lost a bit of weight due to breast feeding and got down to around 105lbs, I have now gotten up to 145-150lbs and am so uncomfortable. I take my daughter for long walks, go on 3-5 mile runs, work out here and there, go to the zoo, easy hikes with my daughter and my dog and I just keep gaining weight. I’m even on a prescription stimulant for ADHD and I’m STILL gaining weight!! Oh and there are days that I’m so tired and depressed I seriously can’t get out of my pjs and don’t want to get out of bed!! My hair is brittle and falling out and I have tons of brain fog. I have had it removed a few days ago and am hoping these things resolve themselves."
1,"Incredible. Insertion wasn't that painful, I had nearly no spotting after, and have had NO SIDE EFFECTS. And I get side effects from every medicine (I went off hormonal birth control because it worsened my anxiety and depression). 

I don't get my period, never worry about pregnancy, and have not gotten acne (despite acne prone skin). I am 21. 

I highly recommend trying this, don't trust the horror stories; happy patients don't write medication reviews."
0,"I had Skyla for the full three years and let me tell you I would not recommend this to anyone. EVER. I never had bad acne prior to getting Skyla and since getting it I've had awful acne, worse then I've ever had. My mood swings were terrible and the pain I had from it for the full three years was an awful experience. The pain would radiate down my legs and I would have to be balled up in a fetal position until the cramp subsided. My periods where never regular and always heavy through out the entire three years. I already had anxiety and depression prior too but my anxiety and depression got a lot worse since having Skyla. My depression got more dark. My anxiety more high and my will to be around people almost non-existent, even around my SO. I would have panic attacks in the middle of the night for no absolute reason, granted I have in the past as well but with Skyla they were a lot more frequent and I couldnt figure out why. I got it out the other day and since my pain has subsided."
0,It failed. I had Skyla inserted on 12/8 and wound-up conceiving around 12/17.
0,"This was my first experience with an IUD. Got it inserted 3 months ago, now removing it because the cramps have become absolutely unbearable. I had no cramps before getting it inserted and now it has me crying at 5 am…there are other side effects that I’m not a fan of but everyone is different."
0,"I have tried every single other form of birth control by 31 and everyone has had terrible side effects. I had such high hopes for Skyla from what I had read and been told. 
I gave it a SOLID chance (9 months) before digging into the timeline of things and realizing shortly after getting this is when I gained weight, my hair started thinning, suddenly got cystic acne, cramps were unbearable (and I've had the copper IUD cramps!), and worst of all for the first time in my life was put on bipolar medication and was suicidal three separate occasions (has never happened before). 
I'm getting this taken out today and I'm greatly looking forward to letting my body settle. I hope to get some mental and physical relief."
0,"I had Skyla in for a month and had a pretty terrible experience.  I'm 18 and very sensitive to hormones (I have PMDD), so that may be why it affected me so badly.  I had extreme mood swings, and worsened depression and anxiety.  It also gave me acne and fatigue.  Also my boyfriend said he could feel the strings."
0,"I had the Skyla inserted in 11/2018. Within the first 6 months I gained 60 lbs which I initially attributed to stress because I had only been told IUDs do not affect weight. Insertion was very painful and for the first 6 months after insertion, I had daily pain and cramping in the afternoons. Once that went away I loved the IUD. My periods turned into monthly spotting. At about a year after insertion I started noticing migraines and ovarian cyst pain that was worse than any period cramping I had previously experienced. I started seeking medical help to lose the weight I had gained. I tracked meals and exercise, talked to my primary care physician, a naturopathic doctor, an endocrinologist, and several nutritionists and dieticians. None of them could explain why I wasn’t losing weight. I had my IUD taken out in April of 2021 and by May I had lost 10 lbs. I have lost a total of 20lb since then and it’s still dropping. Look at studies on how IUDs affect cortisol."
1.0,Best birth control. No side effects for over 4 years.
1.0,I was put on Lo Lo to stop bleeding. Well 9 days and no change - the bleeding actually  seems worse. Praying it stops so tired of bleeding. I didn't like the depo.
1.0,"I've been on LoLo for two months and this is my first time ever being on birth control. I started the 1st pack on the 1st day of my period but it lasted 4 extra days past its usual time. Slight breast tenderness at first but it went away. My PMS moodiness was much better. My period came on on the last 4 pills but it was very light; I barely needed a pad. On my second pack, I had some light spotting between Days 13-17 (on the active combination pills). I'm 33 years old with a BMI of 30. 

I'm having to switch to another brand because LoLo is on backorder everywhere near me, but I've had a pleasant experience so far."
1.0,"I was on Lo Loestrin Fe for a little over a year. Honestly I didn’t have very many side effects except for low libido/dryness and irregular periods. My periods were so irregular, I'd get a period in the middle of my pack and sometimes I’d go months without them. It kinda sucked because I would never know if I was pregnant or not because I didn’t know when my period was supposed to come. Since I had low libido I experienced terrible dryness which is uncomfortable and embarrassing :/ . my skin was always super clear on it though!! Everyone’s different so if you’re thinking about trying it just do it"
0.0,"I took this because a nurse practitioner recommended it for heavy periods. It did make my flow lighter for the most part, HOWEVER- I had breakthrough bleeding 3/4 months on it, lasting probably a total of 10-15 days out of the month. Enough to need to wear a pad. I have been more depressed than I ever have been in my life. I have had panic attacks frequently, which were never that big of a problem for me. The worst part has been weight gain. I have gained 5 pounds in 4 months despite the fact that my weight had been stable for 7 years. I am constantly hungry - actually starving to the point of sickness if I don't eat. It didn't change my libido, but I don't want to engage in intercourse if I'm bleeding. I will stop this birth control and seek an ablation. Plus, it's extremely expensive and most insurance plans don't cover it. I am mad at the nurse practitioner for recommending this pill."
1.0,"I went on Lolo when I was 16 to help with acne and heavy flow. Needless to say I’m still on it 8 years later. It stopped my period all together after a month or so. Saw my gyno because of it and was cleared since this can happen with lolo. Before this birth control, I was going through 5 or more super plus tampons a day. So I can’t complain about the lack of period. In terms of acne reducing, this is where it  loses some points. It did help reduce my cystic acne, but it didn’t clear my skin either. I had to go on spironolactone a couple years later to actually clear my skin completely. Regarding weight change, I did not see any huge change. I do struggle with weight loss, but I also have a hypothyroid. With mental health, depression runs in my family genetically, and surprisingly it did not increase any intrusive thoughts. It actually  helped regulate them. 
Birth control is different for everyone since every body is different. I’d recommend giving it  try!"
1.0,"I've been on Lo Lo estrin for 8 years! Absolutely best birth control I've been on! Was skeptical at first to the idea of no period, but loved that fact after several months. Never got pregnant while on it. No mood swings. No weight gain. No acne! Wish my insurance didn't make me have to change"
1.0,"I was weary to start BC because I had heard a lot of bad things. Loestrin took a couple weeks to get used to. It caused me to have mood swings, nausea, and fatigue. However, after a couple of weeks it got better. I no longer feel nauseas and my mood is more stable than before I went on the pill. I recommend getting the app “Flo” and setting a pill reminder for a certain time each day. I haven’t gained a pound. Push through the first month or so. Overall,I’ve had a great experience."
1.0,"I will start by saying that I used to loathe birth controls  and was an advocate to natural periods. Life taught me a lesson. I was diagnosed and had surgery for Endometriosis in April 2021. After surgery the doctor told me the endo would come back if I didn't start hormonal therapy to suppress my periods. I was against it and waited until August to convince myself to start LoLo. My biggest fear was weight gain. I am so glad I gave this a try. This pill stabilized my hormone levels and made me feel better than I ever have in 7 years investigating my pain and hormonal issues. No more crazy mood swings. No more heavy debilitating periods. No more 10 days of misery of PMDD. Side effects I noticed: Nausea, headache, sore breasts and bloating. They all went away within the first 3 months. I still experience some bloating and sore breasts around my period, nothing unbearable. Due to stable hormones, I was able to lose 10 lbs already. This pill changed my life for the better."
1.0,"p>		“I'm in the first week of my third month of LoLoestrin and it just hit me that my extreme fatigue and depression may be a result of this pill. The first month, I had spotting for two weeks but no painful period and last month, no period at all but some cramping and PMS. I mean, I love not having terrible painful periods but my body feels like a slab of cement that I need a crane to lift out of bed every morning. I've gained five pounds but the chin acne went away after month one. I'm 48 and trying to ease the symptoms of my endo until menopause but I'm not sure I can hang in for this for much longer. For now, I'm going back to bed.”</p"
1.0,"My experience was strange only because I have always been use to the regular side effect of BC: heavy flow, full 7 days or more of flow, pms, and headaches. However THIS Birth control is 100% opposite. If I do get a pms moment it’s short, I crave chocolate but that’s pretty normal for me as I crave junk regularly. I get a period that doesn’t even require tampons/liners and only experience a full period ever 3 months or so, never experience cramps , or back aches. Also someone who experiences regular anxieties this didn’t seem to trigger any changes in my mood at all, no increase in anxiety or depression. So far so good. My experience so far as of 4 years"
0.0,"** DO NOT TAKE THIS PILL ** 

If you have any underlying mental health issues/anxiety or anything I do not recommend this pill at all. 
I have pretty mild anxiety, I don’t take anything for it, but I do not suffer from depression. 
I took Lo Lo and immediately, the first day of taking it I got depression symptoms. By day 2 and 3 I had suicidal thoughts and I have NEVER in my life been suicidal. Literally nothing was wrong but I was uncontrollably sobbing every day and having suicidal thoughts. It was the most messed up feeling like I couldn’t even function any more. It took me 4 days to realize it was the Lo Lo so I stopped and I am finally feeling better. I could not believe how awful the symptoms were so I had to leave a review to let anyone considering Lo Lo to know what it can do to your mental health."
1.0,"I am on lo loestrin for endometriosis. I have lots of GI symptoms from endo but also had super painful, heavy periods. I have only been on lo lo for 2 months and while it helps the GI symptoms and makes my periods lighter they are still extremely painful. It is helpful till I have my endo excision surgery but after I probably won't take it."
0,I started Spintec over a year ago. Since the start I was painfully dry. Sex was extremely uncomfortable and I felt like my vagina wasn’t even cleaning its self anymore. There was never any sort of wetness. I gained 20 pounds however that could have been a combination of my antidepressants too. I’ve been off this medicine a few days now and I’m already producing some wetness again.
0,This pill is not for me. I did not miss it once since I started. After being on it for 3 weeks I started bleeding. It's over a week and I am bleeding continuously. My period usually lasts for 5 days so this is for sure not my period. It is extremely frustrating!! I wish someone would have warned me about this side effect.
1,"Let me start this by saying, everybody is different, and WILL react differently to anything hormonal. I started Sprintec in 2017 at the age of 16. It was my first ever pill and it wasn’t that bad. I took it as religiously as I could (only missed a pill or two, and if I did miss one I took it early the following day), and had little side effects. GRANTED, before getting on it I barely had a period, and when I did it varied drastically. Sprintec never made my period easier, it just made it regular. I still had it for 5-6 days, and it was moderate. I had bad cramps the first three days but the rest of the cycle was easy. I’ve always had anxiety, but Sprintec did make my worries more active than usual. I never got pregnant, and I was definitely happy about that! However, in 2021 as a 21 year old I had to switch birth control, as I experienced break through bleeding. Then my doctor prescribed me Junel FE (worst thing ever)."
0,"I'm a 33 years old, healthy, petite female. I eat extremely healthy, do not smoke or drink, and lead an extremely active life.
I've been taking Sprintec for over 4 years. I started feeling sick and went to the ER, all COVID and flu tests came back negative. 
Due to my cough and other symptoms, they did blood work and did a scan of my belly.
Good new, no COVID, bad news, you have a pulmonary embolism. The doctor found several small blood clots in my left lung. I literally cried myself into a panic attack. 
They kept me in the ER for 3 days an IV of Heparin in 1 arm, saline in the other, had blood withdrawn every 6ish hours, and then was placed on another oral blood thinner called Eliquis when discharged.
As of now, I have to take blood thinners for 3 - 6 months, maybe longer.
You don't think it'll happen to you until it does. I caught mine early, and I hope this saves my life. But I'm writing this to warn others. My life has been thrown into chaos and fear. Find something safer"
1,"I am writing this review to help others. Absolutely everyone's bodies are different to medications. I have been on this pill on and off since I was 14 years old, I am now 23 years old. I recently started it back up consistently for the past 4 years. I would recommend this pill to anyone with all honesty. I went through a lot of changes in my life on this pill so I cannot pin point actually pros and cons. However, my experience has always been normal and good. Until now this past year have I decided but no other choice to switch the pill. I have tried everything but switched my pill. Out of nowhere a started to have a dark cloud over me and sluggish, lack of interest. I have started to become another person in my opinion. Also very low libido has begin this past year. To a point I don't even want to be touched. With that being said I am sure that it is because my body has changed overtime and my hormones. My overall experience has been great with this pill. Sad to change."
1,"I started Sprintec about a year ago, and I have nothing but positive things to say, I LOVE IT! I have a severe fear of gaining weight, my biggest fear starting birth control is that I would gain 20 or 30 pounds because most of the people I knew said they gained weight on the pill. When I started, I gained maybe 5 pounds at most the first month then it went away as soon as my body adjusted! My boobs didn’t grow, my period cramps are so much lighter, my skin is clear for the most part but I occasionally break out on my chin. Overall it didn’t effect my body in negative ways at all. Great for preventing pregnancy, (which is also a fear of mine right now lol), honestly I would recommend this pill to everyone!"
1,"I’m on my second month of Sprintec, and i just wanted to say to not let the comments about side effects wise you side effects wise. Although I can't say whether or not it prevents me from getting pregnant, I had little to no side effects! I think I was nauseous the first few days because I kept reading reviews when I shouldn’t have. But since then, I haven’t been nauseous. The bleeding withdrawal felt exactly like my period but I haven’t experienced any cramping yet. I’m in a long distance relationship, so there’s only a few weeks I’m sexually active. I’ve taken a pregnancy test before and recently and it’s come back negative for both, so it’s working so far!"
1,"p>		“I have been on Sprintec for 2 months now and I am taking it because of acne. At first I had a bit of insomnia and daytime sleepiness so then those were some disadvantages of course. My period was extremely long and I lost track of the length of it but it definitely lasted for about a month or even longer. I was super scared about weight gain but I didn’t gain anything at all! In fact, I’ve actually lost a couple pounds while on the pill. Everything turned out good for me with this pill besides sleep patterns and the long bleeding period but it definitely could’ve been worse! I recommend at least trying the pill to see how it works out for you and I do plan on continuing to take it for acne purposes. :)”</p"
1,"I've been on 
Sprintec for about 15 years now. I have mild endometriosis and PTLDS (post treated Lyme disease syndrome). My period used to last 15 days but since starting this in high school, they last about 5-7 days with 3 days of horrific cramping. Key note: You don't release an egg, However, you will still get ovulation cramps and aching especially if you have mild  to severe endometriosis. I'm dealing with this currently. It's still the best birth control for my situation. And the easiest to come off of when I decide to have children ( takes exactly 1 month to clear out of your system)."
0,"I do not recommend Sprintec at all!  I started Srintec to regulate my periods. However they got worse and bled so much more. My second month in I had 2 periods 9 days apart!! The one that came 9 days after was so bad that I bled over the floor just trying to get on the toilet. Along with terrible bleeding issues. I got dry skin, depression, extreme tiredness and fatigue. This was my first birth control I ever went on and I definitely won’t be using any other kind because this one scared me."
1,I’ve been taking Sprintec for almost a year due to me getting my IUD (Mirena) removed because the IUD caused me to grow facial hair and I’ve lost a considerable amount of hair on my scalp from the IUD as well. So far Sprintec has worked wonders! I did experience some nausea in the beginning but that goes away after a couple months. It also helped clear up my acne a lot too! You definitely feel some bloating but other than that I really have nothing bad to say about it.
1,"I have been on Sprintec for nearly 4 years and I have never had a problem. I was very worried about weight gain when I began this birth control but I never experienced that. My boobs do still become sore sometimes, but it’s not nearly as bad as it was before I got on Sprintec. It has been great knowing the day and even around the time of day I will start my period. My cramps are bad the first day of my cycle but that’s it. My gyno originally prescribed this specific birth control for acne but I have still experienced many break outs over the course of taking Sprintec. Yet for the past month, my skin has been the clearest it’s ever been. I don’t take it at the same time every day, but within the same hour (currently 2:30-3:30 AM lol). I have recently started wondering if Sprintec has affected my mental health during the 4 years I have been on it, but my gyno thinks it barely, if at all, has a negative effect. Sprintec is tried and true and I recommend it!"
0,"Hey guys. So I've used Nuvaring for the better part of three years. I decided to try it because the combo pill gave me horrible, awful nausea. I couldn't stand it. But I wanted to avoid pregnancy and avoid the awful, painful periods I've always had growing up. Nuvaring was a lifesaver. My painful, elongated periods became a thing of the past and I felt protected from an unwanted pregnancy. No major side effects to speak of, aside from some vaginal dryness. 

HOWEVER. I had a dental surgery last year and developed a superficial blood clot in my arm from the IV. It's apparently pretty rare. The ER tech called it ""bad luck."" Definitely birth control related, though. I'm 27, and I don't smoke. I am officially eligible for estrogen-based birth control and am switching to a POP this week. 
Overall, Nuvaring was pretty good for me as far as immediate side effects. But BE CAREFUL and make sure you inform your doctor you're on birth control if you're undergoing surgery."
0,"I am 26 years old and I was on NuvaRing for a month. Due to the added hormones, it made me feel like I was 18 again. I am a pretty happy person at age 26, but when I was a teenager I had anxiety issues that I think were hormone-related. After using NuvaRing, I became anxious and stressed and worried. Unfortunately, I also experienced other common side effects, including spotting (everyday), breast soreness, and bad cramping during the off week. For this reason, I did not renew after the first month. The only nice thing was that it's very good at birth control."
1,"I really wanted to try nuva, but unfortunately my body sucks. It's amazing very easy to use and pain free if you have no pelvic dysfunctions.I highly recommend it to healthy people, young people, and to anyone else I'd say just pay attention to your body but try it it's worth it. 

 I have hypertonic pelvic dysfunction so I  had to be put on bc (no choice). So I picked nuva ring, sounded better than taking another pill every day. Unfortunately it made the symptoms I was trying to combat worse. My doctor's ultimate deciding factor for taking me off of nuvaring was that I gained 21 pounds of water weight in just 5 days and it ended up giving me pulmonary edema. Luckily it was the only change in my life during that time and I took the ring out before the retention got any worse and now I'm fine. If you have a history of water retention DON'T TRY IT!"
1,"Took this to treat PMDD.
Took 6 months for my body to settle with this pill as I was suffering side effects and lots of irregular spotting. If you're at the beginning and you are frustrated, you might want to hold up for a couple of months to leave time for your body to get used to it.
For me it worked, I now only have light PMS for 2-3 days per month and barely any spotting or pill side effects. 
Good luck!"
1,"I started Yaz in January for acne as I discovered I had a huge hormonal imbalance and my skin was what took the hit. I started it along with Epiduo a month earlier. Epiduo has been helping a lot for the first 3 months as I was told I need at least 3 months for Yaz to slowly start working on my acne too. Now I finished month 4 on both and I am happy to say I have not had bad side effects from Yaz (I had purging, redness, flaking from Epiduo and still experience a bit of dryness but I found what products work for me to keep that under control). From Yaz I have had the positive effects of making my period non painful, making my scalp less oily and my hair more full as I experience less hair loss, my mood swings are wayyy under control and I don't cry before my period anymore, I am just still a bit angry at times before my period haha. Other than that I am still waiting to see how it will improve my skin more. I do believe it has helped a bit as I no longer get big cystic pimples."
1,"Yaz has worked really well for me ! I started taking it for cystic acne, and although it's not a magic/instant cure, after 5 months my skin is clearer than it's ever been :). It's the only thing that's ever actually helped my acne. The only downside is that it made me super depressed and nauseous for like a week when I started taking it Lol but after that it's been good."
0,"5 months ago I started my 13 year old on yaz for her facial and body acne prescribed by her primary care physician and a dermatologist.  We noticed the rapid weight gain on her and thought its cause she is home schooled due to the pandemic.  This is her 5th month on the pill and while its cleared her face its also given her terrible stretch marks on her buttocks, waist and the outer, front and insides of her legs. Absolutely horrible.  To take away her acne to gain her self confidence this was the price? For her to have stretch marks all over! Shes 4'11 and weighs 100lbs. My poor darling is more self conscious than ever before because this will stay with her for life. I wish i never would have listened to the doctors and just continue with the topical acne treatments, she is still on it but it just would have taken longer. Omg her little self esteem is crushed."
1,"Over the past 3 years, I have gone to dermatologists and an endocrinologist or acne. My dermatologist put me on Spirolactone, Azelaic Acid 15%, and Retin A Micro 0.5%, which did not help. I tried Face Reality, TCD, and even increased my Zinc intake. I then went to my endocrinologist, and he informed me that my testosterone was slightly elevated at 47.   I decided to go on the generic version of Yaz, and it literally changed my life. Within 5 days of taking the pill, the texture of my skin began to smooth out, I had not developed any acne for five days, my mood improved, and started having the energy to get back into the gym. There are some serious risks with Yaz, and a person must decide if they are willing to take on those risks, especially if you are in your 40s like myself. I kept track of anything weird that I felt or experienced and was very diligent with my breast checks. PLEASE read the warnings on this birth control before you try it. If the risk is worth it to you, go for it. Good luck."
0,"Instead of helping stop my period, it caused me to bleed heavily for 8 days, a few days after my period and made me feel very depressed and suicidal. Horrifying experience!"
0,"I never ever write user experiences but I HAD to with this one. I had a baby in March 2020 and went onto the pill July 2021 (writing this in March 2022) - I went onto the pill and loved that it basically got rid of my period, I hardly ever bled. But I was SEVERELY anxious, borderline depressed. I went to see a psychologist and a psychiatrist for the first time in my life (I am 28) and I was basically diagnosed with delayed post partum depression. I never went onto the antidepressants because my gut told me not to. I am now off the pill for a mere 8 days and I feel better than I have felt over the past 9 months. I cannot believe the impact the Yaz had on my mental health!!!"
1,"I have only been on Yaz for acne and birth control for 6 weeks but so far everything is all good! Period started as normal and was regular, still the same length but hopefully will get shorter and lighter with time. My acne has improved and pimples don’t appear to be as bad. No mood swings, no weight gain and no vomiting . I did have a bit of nausea the first few days but that’s generally me so not sure what that was from. 100% recommend, I'm so happy with it!"
1,Definitely helped with acne but had a lot of side effects. My acne got better but it did not go away. I also experienced more cramps and mood swings in comparison to my previous birth control pill.
0,I just finished my first month on Yaz and my acne is so so horrible :( before Yaz my acne was not even close to being this bad. Really discouraging as some people are commenting this is normal but some say it never got better for them.
0,"I started Yaz because I wanted to switch from my old birth control. My gynecologist suggested Yaz because of the less days off of hormones. I finished out my last pack of my old pill and switched to Yaz. About 2 days into it I had severe stomach cramping. I didn’t put two and two together, I missed work for 2 days and honestly thought I was constipated. The cramping continued once I returned to work, it was throughout the day and food seemed to subside it at times. It would really hurt in the middle of the night and in the mid-afternoon. I debated going to the hospital or doctor to figure out what was wrong.Fast forward through the whole pack, I got the the placebo pills. Within two days the stomach cramps were gone. I thought whatever was wrong was better. I took my first hormone pill on  Sunday, and Monday I had intense cramping again. 
Not everyone is the same, so it may work for you, just was not a good experience for me"
0,"I have been taking a generic Yaz for a little over three months. I was hoping after reading reviews that by this point things would be clearing up, but over these past three months, my acne has only gotten progressively worse. I am now at the point where I have at least three cystic pimples on my face at a time, and by the time those clear there are already news ones popping up."
0,"Everyone has different experiences, Yaz was not the pill for me. I was on it for 3 months, and while I was diligent about taking it and it did prevent pregnancy, the side effects I had to switch pills. My mood swings were AWFUL. One minute I’d be fine, and then I’d be biting someone’s head off for no reason and then I’d be sobbing for no reason. It also made my “period” symptoms worse. The cramping was bad! I had zero sex drive and my bleeding was heavier then I had experienced since middle school. It also did nothing to help with my acne, which I was really hoping it would. I am almost 26 and I’ve been on birth control since I was 14, but stopped for a year or 2 before I got into a serious relationship. This pill does not work for everyone."
0,"I decided to try YAZ after a bad experience with a different contraceptive pill when I was 18. I'm now 21 and have been on Yaz for 6 months with no luck. Whilst it cleared my acne well, the depression and anxiety that came with it has been unbearable. I have never suffered from any mental health issues in the past and it wasn't until reading these reviews about similar experiences that I realised I'm not crazy. I started having serious issues with my partner and I actually started blaming and resenting him, thinking he was the reason for my change in self confidence, happiness and overall mental wellbeing, I didn't even consider the pill until now. Not only that, but the anxiety has caused me to lose 5kg (making me quite under the healthy weight range) as I feel too sick in my stomach to have an appetite. I have also been continuously spotting for the last 4 out 6 months, contributing to my already low iron levels. Time to cease using YAZ."
1,"I was honestly terrified reading the reviews before talking to my Dr about Yaz but we came to the conclusion that this is the best possible option for me. I mainly got on Yaz for my PMDD and acne and have seen a significant improvement for both. My acne is practically nonexistent on my face now and I have very minor PMS symptoms. I saw many reviews saying weight gain can occur but I lost 20 lbs so far. I do have extreme cravings but have gotten pretty good at suppressing them and eating only in moderation. My breasts have grown probably a whole cup size and are extremely tender however. Despite that, Yaz was a great option for me and helped me significantly when antidepressants couldn’t."
1,"I've only taken it for a month so far, but I do notice a positive effect. My PMDD made me near suicidal, crying a lot, etc. to the point where I would just isolate myself from others to hide it. 
I didn't notice any of those problems this first month on this pill. I didn't even bloat or have oily skin like I used to. 
The first few days were weird, just adjusting to a new med. I got headaches for a couple of days. I've had consistently weird dreams and issues sleeping while on Yaz. I've had more of an appetite, but that may just be from going to the gym more recently. I didn't notice any real weight gain. 
If weird dreams is the price to pay for this drug, its worth it. My mental health definitely in my control now. I hope this drug continues working."
0,"I am three weeks into my pill pack, and for the past six days, I've cried every day, lashed out at my friends, and contemplated suicide. I've dealt with anxiety and depression in the past, but before starting it, I was in a very good spot mentally. I can't say for certain that this pill caused my psychotic break but I've never experienced something like this before. Thank you to all the women who have posted on this, sharing the same struggle. While the pill affects people differently, if you've struggled with mental issues in the past, I highly recommend looking for a different option."
0,"I’ve been taking Yaz a little over two years now, and it’s decent, but I honestly feel like it hasn’t done much for me. I started when I was 15, and my cycles are the same as they were before. My acne did clear up, but I also got older and stopped soccer, so I wasn’t sweating all summer, so there could’ve been that correlation too. There’s been no help with my mood or emotions and it’s starting making me very bloated, even though I’ve had the same exercise regime. I do think it’s made me more prone to anxiety and intrusive thoughts, but it hasn’t been debilitating. I think I’m going to look for other solutions, mostly because it isn’t really doing much for me besides making me a little unstable."
1,"I’ve been on Yaz for about 5 years now, loved it at the start, I have reasonably clear skin I skip my periods and don’t have spotting I don’t have any mental side effects however it has given me major gastrointestinal problems pretty much IBS when reading reviews and info make sure you find long term info other than that major issue it’s not to bad except the price $$$"
0,"AVOID this birth control. I know some people have had good experiences with this pill, but it’s not worth the gamble. I began this birth control in hopes it would help regulate my period and help manage some light acne. Within days, my face broke out worse than ever before. I took this pill for almost 3 months hoping it would improve but only worsened. Not only did I get horrible acne; my face and arms bloated, I couldn’t fall asleep at all, my anxiety and depression got so bad I became suicidal. I spend a week in the mental hospital and stopped taking the pill. Within days of stopping my symptoms began to go away. The acne took a long time to clear but no new breakouts happened after stopping the pill. Please don’t risk your mental health and body for this birth control. There are much better options"
1,"I don’t ever write reviews but I need to help some girl who is potentially going through the same situation as I was 4 months ago…! I was very on and off about whether or not I wanted to try Yaz as I had heard good reviews but then very horrific ones about blood clots that scared me so bad. I went to the doctors twice in one week as I was having the worst panic attacks due to me thinking I would get a clot, however I tried again and the first 2 months I was quite short tempered and very tired and my skin also got worse, however I persisted and the only negatives now 4 months in is that I do tend to get tired more often and sensitive to sad things, along with a lower libido, butttt the pill has completely gotten rid of my PMS and I feel so much more level headed and calm. I also don’t get severe sugar cravings like I used to and have actually lost some weight, my skin is clear and periods are pretty much gone in 3 days! (Also no pregnancy;)"
1,"I was a little nervous to start Yaz because I had a bad experience with Alesse years ago (it made my mood a lot worse). I started Yaz due to irregular periods and significant PMS symptoms. I take it with no breaks (no placebo pills) as per my Gynecologist and it has made a significant positive impact on my life. I had noticed that my mood is generally a lot stable during pregnancy and this is very similar since I do not ovulate. I'm happier, feel more even keeled and it has even increased my libido. I haven't noticed any side effects and my weight has been stable (I'm on the 3rd pack currently)."
0,"I had my fallopian tubes fully removed after Mirena for 11 years and deciding I didn't want more kids. My period was non existent for the time on Mirena so I only had my teenage years of periods to compare and suddenly as a 32 year old I was experiencing similar emotional/mental troubles as I had when I was a kid. Irrational thoughts, depression, anxiety, mood swings, crying constantly for no reason, hopelessness. I'd come out of this period fog and feel fine and be confused about why everything felt so dire just days before. My Dr started me on Yaz 2 months ago and my H cup breasts have gotten so big that none of my bras fit anymore (as if I needed them to be bigger?!) I have acne that won't clear, I've been bleeding in between periods along with uterine & vaginal pain, my sex drive is dead, hasn't made a difference in my PMDD. I called my Dr this morning and told her everything that's going on and she agreed this clearly isn't the right option for me and is switching me to Prozac."
0,"This pill sent my daughter into 18 months of a pure nightmare - of suicidality, depression, and overall psychotic behavior. 
Uncontrollable mood swings every single day. 

Doctors could never find a solution - until I finally found a professor in Australia doing the profoundly critical work on this pill. She has reams of data supporting others suffering from this pill. 

And we attended a stand up comedy night - and one comedian did a bit on how insane YAZ makes you - and the entire auditorium cheered in unison - hundreds of women- acknowledging this shared perspective. My daughter and I gasped with an A-HA moment. 

Within 5 weeks of coming off this pill - after 18 months taking it - my daughter was a totally different human being. She is now on Lolo. and things are great.

YAZ should be illegal."
1,"I have been taking Yaz for almost 10 months now and it has been the best pill I have ever been on. I am taking it for hormone replacement as well as acne issues.

During the first month of taking the pill, my skin went through a horrible purge which lasted about three weeks. After that was over, my skin began to improve daily. I rarely get breakouts now (occasionally a single pimple), my hair is so thick and healthy and my sleeping has improved immensely.

I have found my moods have been really stable whilst on this pill and have had zero issues with spotting.

I have lost about 12 kg since I commenced this pill and that was during lockdown and with minimal additional exercise. 

I highly recommend this pill if you need to regulate your hormones  and want to improve your skin, hair and lose some weight in the process!"
